央视,#genre#
香港|Viu6,http://weixin.qq.home.kg/smtv.php?id=viusix_twn


台湾,#genre#
台湾|TVBS News 新闻台,http://weixin.qq.home.kg/smtv.php?id=tvbs_n
台湾|TVBS 欢乐台 （备份）,http://weixin.qq.home.kg/smtv.php?id=tvbshuanle_twn
台湾|TVBS HD,http://weixin.qq.home.kg/smtv.php?id=tvbs
台湾|中天新闻 HD,http://weixin.qq.home.kg/smtv.php?id=ctinews
台湾|中天娱乐 CTI Entertaiment,http://weixin.qq.home.kg/smtv.php?id=ctient
台湾|中天综合 CTI Metro,http://weixin.qq.home.kg/smtv.php?id=ctizhonghe
台湾|中天亚洲台,http://weixin.qq.home.kg/smtv.php?id=ctiasia_twn
台湾|台视 TTV HD,http://weixin.qq.home.kg/smtv.php?id=ttv_taiwan
台湾|台视新闻台,http://weixin.qq.home.kg/smtv.php?id=ttvnews_twn
台湾|台视综合台,http://weixin.qq.home.kg/smtv.php?id=ttvzhonghe
台湾|中视 HD,http://weixin.qq.home.kg/smtv.php?id=zhongshihd_twn
台湾|中视新闻台,http://weixin.qq.home.kg/smtv.php?id=zhongshinews_twn
台湾|民视 HD,http://weixin.qq.home.kg/smtv.php?id=ftvhd_taiwan
台湾|民视新闻台 FTV News,http://weixin.qq.home.kg/smtv.php?id=ftvnew_taiwan
台湾|民视台湾台,http://weixin.qq.home.kg/smtv.php?id=ftvtaiwan_twn
台湾|华视 CTS HD,http://weixin.qq.home.kg/smtv.php?id=ctshd_twn
台湾|公视 CTV,http://weixin.qq.home.kg/smtv.php?id=ctv18_twn
台湾|八大第一 GTV First,http://weixin.qq.home.kg/smtv.php?id=badafirst
台湾|八大综合 GTV Metro,http://weixin.qq.home.kg/smtv.php?id=badazhonghe
台湾|八大戏剧 GTV Drama,http://weixin.qq.home.kg/smtv.php?id=badadrama
台湾|八大娱乐 GTV Entertainment,http://weixin.qq.home.kg/smtv.php?id=badaentertain
台湾|HBO_HD,http://weixin.qq.home.kg/smtv.php?id=hbohd_twn
台湾|HBO_HITS,http://weixin.qq.home.kg/smtv.php?id=hbohit_twn
台湾|Hollywood Movies,http://weixin.qq.home.kg/smtv.php?id=hollywoodmovies_twn
台湾|三立台湾 Sanli Taiwan,http://weixin.qq.home.kg/smtv.php?id=sanlitaiwan
台湾|三立戏剧台,http://weixin.qq.home.kg/smtv.php?id=sanlixiju_twn
台湾|三立综合 Sanli Metro,http://weixin.qq.home.kg/smtv.php?id=sanlizhonghe
台湾|三立都会台,http://weixin.qq.home.kg/smtv.php?id=sanlidouhui
台湾|东森新闻 ETTV News,http://weixin.qq.home.kg/smtv.php?id=ettvnews
台湾|CINEMAX,http://weixin.qq.home.kg/smtv.php?id=cinemax_twn
台湾|东森综合 ETTV Metro,http://weixin.qq.home.kg/smtv.php?id=ettvzhonghe
台湾|东森戏剧 ETTV Drama,http://weixin.qq.home.kg/smtv.php?id=ettvdrama
台湾|东森超视,http://weixin.qq.home.kg/smtv.php?id=ettvsuper
台湾|东森财经新闻 ETTV Business,http://weixin.qq.home.kg/smtv.php?id=ettvcaijing_twn
台湾|寰宇财经,http://weixin.qq.home.kg/smtv.php?id=huanyutaiwan_twn
台湾|寰宇新闻台,http://weixin.qq.home.kg/smtv.php?id=huanyuxinwen_twn
台湾|公视2,http://weixin.qq.home.kg/smtv.php?id=ctv2_twn
台湾|大爱1台,http://weixin.qq.home.kg/smtv.php?id=daai_twn
台湾|非凡新闻台,http://weixin.qq.home.kg/smtv.php?id=feifannews_twn
台湾|龙华戏剧 Lunghua Drama,http://weixin.qq.home.kg/smtv.php?id=lunghuaxiju_twn
台湾|龙华经典台,http://weixin.qq.home.kg/smtv.php?id=lunghuajingdian_twn
台湾|龙华偶像,http://weixin.qq.home.kg/smtv.php?id=lunghuaidol_twn
台湾|AXN Taiwan,http://weixin.qq.home.kg/smtv.php?id=axn_twn
台湾|靖天国际台,http://weixin.qq.home.kg/smtv.php?id=jingtianintl_twn
台湾|年代新闻,http://weixin.qq.home.kg/smtv.php?id=niandainews_twn
台湾|纬来日本台,http://weixin.qq.home.kg/smtv.php?id=videolandjapan
台湾|纬来电影台,http://weixin.qq.home.kg/smtv.php?id=videolandmovie
台湾|纬来体育台,http://weixin.qq.home.kg/smtv.php?id=videolandsport
台湾|纬来综合台,http://weixin.qq.home.kg/smtv.php?id=videolandzonghe
台湾|纬来育乐,http://weixin.qq.home.kg/smtv.php?id=videolandyule
台湾|纬来精彩,http://weixin.qq.home.kg/smtv.php?id=videolandspecial_twn
台湾|好消息 2,http://weixin.qq.home.kg/smtv.php?id=good2_twn
台湾|大爱2台,http://weixin.qq.home.kg/smtv.php?id=daai2_twn
台湾|亚洲美食,http://weixin.qq.home.kg/smtv.php?id=afc_twn
台湾|美食星球,http://weixin.qq.home.kg/smtv.php?id=foodplanet_twn
台湾|亚洲旅游 TLC Asia,http://weixin.qq.home.kg/smtv.php?id=tlc_twn
台湾|东森电影 ETTV Movie,http://weixin.qq.home.kg/smtv.php?id=ettvmovie
台湾|阿里郎 Arirang,http://weixin.qq.home.kg/smtv.php?id=arirang_twn
台湾|博斯运动 1,http://weixin.qq.home.kg/smtv.php?id=bosisport1_twn
台湾|博斯运动 2,http://weixin.qq.home.kg/smtv.php?id=bosisport2_twn
台湾|博斯高球2 HD,http://weixin.qq.home.kg/smtv.php?id=bosigolf2_twn
台湾|博斯网球 HD,http://weixin.qq.home.kg/smtv.php?id=bositennis_twn
台湾|东森洋片 ETTV Western,http://weixin.qq.home.kg/smtv.php?id=ettvwestern
台湾|龙华洋片 Lunghua Western,http://weixin.qq.home.kg/smtv.php?id=lunghuawestern_twn
台湾|博斯无限,http://weixin.qq.home.kg/smtv.php?id=bosiunlimited_twn
台湾|MTV Live,http://weixin.qq.home.kg/smtv.php?id=mtvhd_twn
台湾|龙详时代,http://weixin.qq.home.kg/smtv.php?id=lungxiangtime_twn
台湾|EYETV 旅游,http://weixin.qq.home.kg/smtv.php?id=eyetvtravel_twn
台湾|靖天卡通台,http://weixin.qq.home.kg/smtv.php?id=jingtiancartoon_twn
台湾|EYETV 戏剧,http://weixin.qq.home.kg/smtv.php?id=eyetvxiju_twn
台湾|卫视中文台 Star Movies Chinese,http://weixin.qq.home.kg/smtv.php?id=weishichinese_twn
台湾|东森幼幼 Yoyo TV,http://weixin.qq.home.kg/smtv.php?id=yoyo_twn
台湾|卫视电影台,http://weixin.qq.home.kg/smtv.php?id=weishimovie_twn
台湾|美亚电影,http://weixin.qq.home.kg/smtv.php?id=meiyamovie_twn
台湾|爱尔达影剧台,http://weixin.qq.home.kg/smtv.php?id=eltayingju_twn
台湾|爱尔达综合台,http://weixin.qq.home.kg/smtv.php?id=eltazonghe_twn
台湾|星卫电影,http://weixin.qq.home.kg/smtv.php?id=xingwei_movie
台湾|爱尔达影剧,http://weixin.qq.home.kg/smtv.php?id=eltayingju_twn
台湾|AFC 亚洲旅游台,http://weixin.qq.home.kg/smtv.php?id=asiatravel_twn
台湾|爱尔达体育2台,http://weixin.qq.home.kg/smtv.php?id=eltasport2_twn
台湾|爱尔达体育3台,http://weixin.qq.home.kg/smtv.php?id=eltasport3_twn
电影,#genre#
电影频道|HBO_HD,http://weixin.qq.home.kg/smtv.php?id=hbohd_twn
电影频道|HBO_HITS,http://weixin.qq.home.kg/smtv.php?id=hbohit_twn
电影频道|Hollywood Movies,http://weixin.qq.home.kg/smtv.php?id=hollywoodmovies_twn
电影频道|CCTV-6,http://weixin.qq.home.kg/smtv.php?id=cctv6
电影频道|CINEMAX,http://weixin.qq.home.kg/smtv.php?id=cinemax_twn
电影频道|Cinemax,http://weixin.qq.home.kg/smtv.php?id=Cinemax
电影频道|AXN Taiwan,http://weixin.qq.home.kg/smtv.php?id=axn_twn
电影频道|大爱2台,http://weixin.qq.home.kg/smtv.php?id=daai2_twn
电影频道|东森电影 ETTV Movie,http://weixin.qq.home.kg/smtv.php?id=ettvmovie
电影频道|东森洋片 ETTV Western,http://weixin.qq.home.kg/smtv.php?id=ettvwestern
电影频道|龙华洋片 Lunghua Western,http://weixin.qq.home.kg/smtv.php?id=lunghuawestern_twn
电影频道|Animax,http://weixin.qq.home.kg/smtv.php?id=Animax
电影频道|龙详时代,http://weixin.qq.home.kg/smtv.php?id=lungxiangtime_twn
电影频道|Movies Now HD,http://weixin.qq.home.kg/smtv.php?id=moviesnow_raj
电影频道|Star Movies HD,http://weixin.qq.home.kg/smtv.php?id=starmovies_raj
电影频道|卫视中文台 Star Movies Chinese,http://weixin.qq.home.kg/smtv.php?id=weishichinese_twn
电影频道|HBO Family,http://weixin.qq.home.kg/smtv.php?id=Hbofamily
电影频道|Hits,http://weixin.qq.home.kg/smtv.php?id=Hits
电影频道|Warner TV,http://weixin.qq.home.kg/smtv.php?id=WarnerTV
电影频道|卫视电影台,http://weixin.qq.home.kg/smtv.php?id=weishimovie_twn
电影频道|HBO HD,http://weixin.qq.home.kg/smtv.php?id=Hbo
电影频道|美亚电影,http://weixin.qq.home.kg/smtv.php?id=meiyamovie_twn
电影频道|HBO Signature,http://weixin.qq.home.kg/smtv.php?id=Hbosignature
电影频道|HBO Hits,http://weixin.qq.home.kg/smtv.php?id=Hbohitshd
电影频道|星卫电影,http://weixin.qq.home.kg/smtv.php?id=xingwei_movie
电影频道|SCM,http://weixin.qq.home.kg/smtv.php?id=Weishimovie
电影频道|Dreamworks,http://weixin.qq.home.kg/smtv.php?id=Dreamworks
电影频道|Thrill,http://weixin.qq.home.kg/smtv.php?id=Thrill
电影频道|Hits Movie,http://weixin.qq.home.kg/smtv.php?id=Hitsmovie
电影频道|One,http://weixin.qq.home.kg/smtv.php?id=One
电影频道|tvN Movie,http://weixin.qq.home.kg/smtv.php?id=Tvnmovie
电影频道|Celestial Classic,http://weixin.qq.home.kg/smtv.php?id=Celestial2
电影频道|Celestial Movies HD,http://weixin.qq.home.kg/smtv.php?id=Celestialindo
电影频道|Axn HD,http://weixin.qq.home.kg/smtv.php?id=Axn
电影频道|Paramount Network,http://weixin.qq.home.kg/smtv.php?id=Paramountnetwork
电影频道|Astrol Kplus,http://weixin.qq.home.kg/smtv.php?id=Kplus
电影频道|Rock Actions,http://weixin.qq.home.kg/smtv.php?id=Rockaction
电影频道|Rock Entertainment,http://weixin.qq.home.kg/smtv.php?id=Rockentertain
体育,#genre#
体育频道|Astro Premier League 1,http://weixin.qq.home.kg/smtv.php?id=go_assp1
体育频道|Astro EPL 1 backup,http://weixin.qq.home.kg/smtv.php?id=go_assp1x
体育频道|Astro Premier League 2,http://weixin.qq.home.kg/smtv.php?id=go_assp2
体育频道|Astro Grandstand,http://weixin.qq.home.kg/smtv.php?id=go_assp3
体育频道|Astro Football,http://weixin.qq.home.kg/smtv.php?id=go_assp4
体育频道|Astro Sports Plus,http://weixin.qq.home.kg/smtv.php?id=go_sportsplus
体育频道|Astro Badminton 1,http://weixin.qq.home.kg/smtv.php?id=go_badminton1
体育频道|Astro Badminton 2,http://weixin.qq.home.kg/smtv.php?id=go_badminton2
体育频道|Astro W-Sports,http://weixin.qq.home.kg/smtv.php?id=go_assp5
体育频道|Supersports 1,http://weixin.qq.home.kg/smtv.php?id=Assp1
体育频道|Supersports 2,http://weixin.qq.home.kg/smtv.php?id=Assp2
体育频道|Supersports 3,http://weixin.qq.home.kg/smtv.php?id=Assp3
体育频道|Supersports 4,http://weixin.qq.home.kg/smtv.php?id=Assp4
体育频道|WWE,http://weixin.qq.home.kg/smtv.php?id=Wwe
体育频道|Fight Sports,http://weixin.qq.home.kg/smtv.php?id=Fs
体育频道|NBA TV,http://weixin.qq.home.kg/smtv.php?id=Nba
体育频道|Astro Cricket,http://weixin.qq.home.kg/smtv.php?id=Acricket
体育频道|Astro Golf,http://weixin.qq.home.kg/smtv.php?id=Agolf
体育频道|Tnt Sports 1,http://weixin.qq.home.kg/smtv.php?id=6fac0aaead
体育频道|TNT Sports 2,http://weixin.qq.home.kg/smtv.php?id=d9a76a79cc
体育频道|TNT Sports 3,http://weixin.qq.home.kg/smtv.php?id=5fea4d73db
体育频道|TNT Sports 4,http://weixin.qq.home.kg/smtv.php?id=tntsport4
体育频道|Sony Ten 1,http://weixin.qq.home.kg/smtv.php?id=ten1_raj
体育频道|Sony Ten 2,http://weixin.qq.home.kg/smtv.php?id=ten2_raj
体育频道|Sony Ten 3,http://weixin.qq.home.kg/smtv.php?id=ten3_raj
体育频道|SPOTV 1 HD,http://weixin.qq.home.kg/smtv.php?id=go_spotv
体育频道|SPO TV 2,http://weixin.qq.home.kg/smtv.php?id=go_spotv2
体育频道|Skysports F1,http://weixin.qq.home.kg/smtv.php?id=tiankongf1
体育频道|Skysports Cricket,http://weixin.qq.home.kg/smtv.php?id=tiankongcricket
体育频道|Skysports EPL,http://weixin.qq.home.kg/smtv.php?id=tiankongepl
体育频道|Skysports Main Event,http://weixin.qq.home.kg/smtv.php?id=tiankongmain
体育频道|Skysports News,http://weixin.qq.home.kg/smtv.php?id=tiankongnews
体育频道|Skysports Mix,http://weixin.qq.home.kg/smtv.php?id=tiankongmix
体育频道|CCTV-5 体育频道,http://weixin.qq.home.kg/smtv.php?id=cctv5
体育频道|CCTV-5+ 体育赛事 HD,http://weixin.qq.home.kg/smtv.php?id=cctv5plus
体育频道|爱尔达体育2台,http://weixin.qq.home.kg/smtv.php?id=eltasport2_twn
体育频道|爱尔达体育3台,http://weixin.qq.home.kg/smtv.php?id=eltasport3_twn
体育频道|Rugby Pass TV,http://weixin.qq.home.kg/smtv.php?id=Rugbypasstv
体育频道|RTM Sports HD,http://weixin.qq.home.kg/smtv.php?id=Rtmsport
体育频道|Arena,http://weixin.qq.home.kg/smtv.php?id=Arena
体育频道|Arena 2,http://weixin.qq.home.kg/smtv.php?id=Arena2
